ERR2607371	Albania	Tirana	1/2/2016
ERR2607372	Albania	Tirana	1/2/2016
ERR2607373	Albania	Tirana	1/2/2016
ERR2607374	Australia	Woden	4/2/2016
ERR2607375	Australia	Woden	4/2/2016
ERR2607376	Australia	Woden	4/2/2016
ERR2607377	Australia	Woden	4/2/2016
ERR2607378	Australia	Melbourne	8/2/2016
ERR2607379	Australia	Melbourne	8/2/2016
ERR2607380	Australia	Melbourne	8/2/2016
ERR2607381	Australia	Melbourne	8/2/2016
ERR2607382	Australia	Melbourne	8/2/2016
ERR2607383	Australia	Woden	4/2/2016
ERR2607384	Austria	Vienna	2/16/2016
ERR2607385	Austria	Vienna	2/16/2016
ERR2607386	Austria	Vienna	2/16/2016
ERR2607387	Austria	Vienna	2/16/2016
ERR2607388	Bulgaria	Sofia	2/15/2016
ERR2607389	Bulgaria	Sofia	2/15/2016
ERR2607390	Bulgaria	Sofia	2/15/2016
ERR2607391	Bulgaria	Sofia	2/15/2016
ERR2607392	Brazil	Belem	2/16/2016
ERR2607393	Brazil	Belem	2/16/2016
ERR2607394	Brazil	Belem	2/15/2016
ERR2607395	Brazil	Belem	2/15/2016
ERR2607396	Brazil	Belem	2/15/2016
ERR2607397	Brazil	Belem	2/16/2016
ERR2607398	Botswana	Palapye	1/25/2016
ERR2607399	Botswana	Palapye	1/25/2016
ERR2607400	Botswana	Palapye	1/25/2016
ERR2607401	Botswana	Palapye	1/25/2016
ERR2607402	Canada	Regina	1/26/2016
ERR2607403	Canada	Regina	1/26/2016
ERR2607404	Canada	Calgary	1/2/2016
ERR2607405	Canada	Calgary	1/2/2016
ERR2607406	Canada	Calgary	1/2/2016
ERR2607407	Canada	Calgary	1/2/2016
ERR2607408	Canada	Calgary	1/2/2016
ERR2607409	Canada	Toronto	1/2/2016
ERR2607410	Canada	Toronto	1/2/2016
ERR2607411	Canada	Toronto	1/2/2016
ERR2607412	Canada	Toronto	1/2/2016
ERR2607413	Canada	Toronto	1/2/2016
ERR2607414	Canada	Ottawa	1/26/2016
ERR2607415	Canada	Regina	1/26/2016
ERR2607416	Switzerland	Liebefeld	1/27/2016
ERR2607417	Switzerland	Liebefeld	1/27/2016
ERR2607418	Switzerland	Liebefeld	1/27/2016
ERR2607419	Switzerland	Liebefeld	1/27/2016
ERR2607420	Switzerland	Liebefeld	1/27/2016
ERR2607421	Switzerland	Liebefeld	1/27/2016
ERR2607422	Switzerland	Liebefeld	1/27/2016
ERR2607423	China	Guangzhou	1/28/2016
ERR2607424	Cote d'Ivoire	Abidjan	1/25/2016
ERR2607425	Cote d'Ivoire	Abidjan	1/25/2016
ERR2607426	Cote d'Ivoire	Abidjan	1/25/2016
ERR2607427	Colombia	Bogota	01/27/2016
ERR2607428	Czech Republic	Brno	1/2/2016
ERR2607429	Czech Republic	Brno	1/2/2016
ERR2607430	Czech Republic	Brno	1/2/2016
ERR2607431	Germany	Berlin	8/2/2016
ERR2607432	Germany	Berlin	02-08-2016
ERR2607433	Germany	Berlin	8/2/2016
ERR2607434	Germany	Berlin	8/2/2016
ERR2607435	Germany	Berlin	8/2/2016
ERR2607436	Denmark	Avedore	2/3/2016
ERR2607437	Denmark	Damhusaaen	2/3/2016
ERR2607438	Denmark	Lynetten	2/3/2016
ERR2607439	Ecuador	Galapagos	6/2/2016
ERR2607440	Ecuador	Galapagos	6/2/2016
ERR2607441	Ecuador	Quito	1/2/2016
ERR2607442	Spain	Barcelona	10/2/2016
ERR2607443	Spain	Barcelona	10/2/2016
ERR2607444	Spain	Barcelona	10/2/2016
ERR2607445	Spain	Barcelona	10/2/2016
ERR2607446	Spain	Barcelona	10/2/2016
ERR2607447	Spain	Barcelona	10/2/2016
ERR2607448	Ethiopia	Addis Ababa	1/2/2016
ERR2607449	Finland	Helsinki	1/26/2016
ERR2607450	Finland	Helsinki	1/26/2016
ERR2607451	Finland	Helsinki	1/26/2016
ERR2607452	Georgia	Tbilisi	1/25/2016
ERR2607453	Georgia	Tbilisi	1/25/2016
ERR2607454	Georgia	Tbilisi	1/25/2016
ERR2607455	Georgia	Tbilisi	1/25/2016
ERR2607456	Ghana	Tamale	1/30/2016
ERR2607457	Gambia	Banjul	1/28/2016
ERR2607458	Croatia	Zagreb	1/2/2016
ERR2607459	Croatia	Zagreb	1/2/2016
ERR2607460	Croatia	Zagreb	1/2/2016
ERR2607461	Croatia	Zagreb	1/2/2016
ERR2607462	Croatia	Zagreb	1/2/2016
ERR2607463	Hungary	Budapest	2/2/2016
ERR2607464	India	Kochi	01/27/2016
ERR2607465	India	Cochin	1/27/2016
ERR2607466	India	Cochin	1/27/2016
ERR2607467	Ireland	Dublin	10/2/2016
ERR2607468	Ireland	Dublin	10/2/2016
ERR2607469	Ireland	Dublin	10/2/2016
ERR2607470	Iran	Tehran	2/2/2016
ERR2607471	Iran	Tehran	2/2/2016
ERR2607472	Iran	Tehran	2/2/2016
ERR2607473	Iceland	Reykjavik	2/2/2016
ERR2607474	Iceland	Reykjavik	2/2/2016
ERR2607475	Iceland	Reykjavik	2/2/2016
ERR2607476	Israel	Jerusalem	1/31/2016
ERR2607477	Israel	Jerusalem	1/31/2016
ERR2607478	Israel	Jerusalem	1/31/2016
ERR2607479	Italy	Rome	2/2/2016
ERR2607480	Kazakhstan	Almaty	2/2/2016
ERR2607481	Kenya	Thika	8/2/2016
ERR2607482	Kenya	Thika	8/2/2016
ERR2607483	Kenya	Thika	8/2/2016
ERR2607484	Kenya	Thika	8/2/2016
ERR2607485	Cambodia	Phnom Penh	5/2/2016
ERR2607486	Sri Lanka	Colombo	2/28/2016
ERR2607487	Luxembourg	Belvaux	1/2/2016
ERR2607488	Latvia	Riga	1/2/2016
ERR2607489	Latvia	Riga	1/2/2016
ERR2607490	Latvia	Riga	1/2/2016
ERR2607491	Latvia	Riga	1/2/2016
ERR2607492	Moldova	Chisinau	2/4/2016
ERR2607493	Moldova	Chisinau	2/4/2016
ERR2607494	Moldova	Chisinau	2/4/2016
ERR2607495	Macedonia	Skopje	2/2/2016
ERR2607496	Macedonia	Skopje	2/2/2016
ERR2607497	Macedonia	Skopje	2/2/2016
ERR2607498	Macedonia	Skopje	2/2/2016
ERR2607499	Malta	St. Venera	1/2/2016
ERR2607500	Malta	St. Venera	1/2/2016
ERR2607501	Malta	St. Venera	1/2/2016
ERR2607502	Malaysia	Kuala Lumpur	4/2/2016
ERR2607503	Malaysia	Kuala Lumpur	4/2/2016
ERR2607504	Malaysia	Kuala Lumpur	4/2/2016
ERR2607505	Malaysia	Kuala Lumpur	4/2/2016
ERR2607506	Malaysia	Kuala Lumpur	4/2/2016
ERR2607507	Nigeria	Lagos	2/2/2016
ERR2607508	Nigeria	Lagos	2/2/2016
ERR2607509	Nigeria	Lagos	2/2/2016
ERR2607510	Netherlands	Bilthoven	1/27/2016
ERR2607511	Netherlands	Bilthoven	1/27/2016
ERR2607512	Netherlands	Bilthoven	1/27/2016
ERR2607513	Netherlands	Bilthoven	1/27/2016
ERR2607514	Netherlands	Bilthoven	1/27/2016
ERR2607515	Norway	Oslo	3/2/2016
ERR2607516	Norway	Oslo	3/2/2016
ERR2607517	Norway	Oslo	3/2/2016
ERR2607518	Nepal	Kathmandu	1/30/2016
ERR2607519	New Zealand	Dunedin	1/27/2016
ERR2607520	Pakistan	Karachi	1/27/2016
ERR2607521	Peru	Lima	4/2/2016
ERR2607522	Poland	Pulawy	2/2/2016
ERR2607523	Poland	Pulawy	2/2/2016
ERR2607524	Poland	Pulawy	2/2/2016
ERR2607525	Senegal	Dakar	2/2/2016
ERR2607526	Singapore	Singapore	3/2/2016
ERR2607527	Singapore	Singapore	3/2/2016
ERR2607528	Singapore	Singapore	3/2/2016
ERR2607529	Serbia	Belgrade	1/27/2016
ERR2607530	Serbia	Belgrade	1/27/2016
ERR2607531	Serbia	Belgrade	1/27/2016
ERR2607532	Slovakia	Bratislava	2/2/2016
ERR2607533	Slovakia	Bratislava	2/2/2016
ERR2607534	Slovenia	Ljubljana	1/25/2016
ERR2607535	Slovenia	Ljubljana	1/25/2016
ERR2607536	Slovenia	Ljubljana	1/25/2016
ERR2607537	Sweden	Gothenburg	11/2/2016
ERR2607538	Sweden	Gothenburg	11/2/2016
ERR2607539	Sweden	Gothenburg	11/2/2016
ERR2607540	Sweden	Uppsala	2/2/2016
ERR2607541	Chad	N'Djamena	01/26/2016
ERR2607542	Chad	N'Djamena	01/26/2016
ERR2607543	Chad	N'Djamena	01/26/2016
ERR2607544	Chad	N'Djamena	01/26/2016
ERR2607545	Chad	N'Djamena	01/26/2016
ERR2607546	Togo	Lome	1/26/2016
ERR2607547	Turkey	Ankara	1/29/2016
ERR2607548	Turkey	Ankara	1/29/2016
ERR2607549	Turkey	Ankara	1/29/2016
ERR2607550	Tanzania	Moshi	3/2/2016
ERR2607551	USA	Seattle	1/2/2016
ERR2607552	USA	Seattle	1/2/2016
ERR2607553	USA	Seattle	1/2/2016
ERR2607554	USA	Seattle	1/2/2016
ERR2607555	USA	Chicago	2/24/2016
ERR2607556	USA	Chicago	2/24/2016
ERR2607557	USA	Chicago	2/24/2016
ERR2607558	USA	Chicago	2/24/2016
ERR2607559	USA	El Paso	2/23/2016
ERR2607560	USA	El Paso	2/23/2016
ERR2607561	USA	Chicago	2/24/2016
ERR2607562	USA	El Paso	2/23/2016
ERR2607563	USA	El Paso	2/23/2016
ERR2607564	USA	Portland	10/2/2016
ERR2607565	USA	Portland	10/2/2016
ERR2607566	USA	Portland	10/2/2016
ERR2607567	USA	Portland	10/2/2016
ERR2607568	USA	El Paso	2/22/2016
ERR2607569	USA	El Paso	2/22/2016
ERR2607570	USA	El Paso	2/22/2016
ERR2607571	USA	El Paso	2/22/2016
ERR2607572	USA	El Paso	2/22/2016
ERR2607573	USA	El Paso	2/22/2016
ERR2607574	USA	El Paso	2/22/2016
ERR2607575	USA	El Paso	2/22/2016
ERR2607576	USA	El Paso	2/22/2016
ERR2607577	USA	El Paso	2/22/2016
ERR2607578	USA	El Paso	2/22/2016
ERR2607579	USA	El Paso	2/23/2016
ERR2607580	USA	El Paso	2/23/2016
ERR2607581	USA	El Paso	2/23/2016
ERR2607582	USA	El Paso	2/23/2016
ERR2607583	USA	El Paso	2/23/2016
ERR2607584	USA	El Paso	2/23/2016
ERR2607585	USA	El Paso	2/23/2016
ERR2607586	USA	El Paso	2/23/2016
ERR2607587	USA	El Paso	2/23/2016
ERR2607588	USA	South Adams County	2016
ERR2607589	USA	Boulder	3/28/2016
ERR2607590	USA	Atlanta	2/2/2016
ERR2607591	Viet Nam	Ho Chi Minh	1/27/2016
ERR2607592	Kosovo	Prishtina	3/2/2016
ERR2607593	South Africa	Johannesburg	4/2/2016
ERR2607594	South Africa	Johannesburg	4/2/2016
ERR2607595	South Africa	Johannesburg	4/2/2016
ERR2607596	Zambia	Lusaka	1/25/2016
ERR2607597	Zambia	Lusaka	1/25/2016
ERR2607598	Zambia	Kitwe	12/1/2016
ERR2607599	Zambia	Kitwe	12/1/2016
ERR2607600	Zambia	Kitwe	12/1/2016
ERR2607601	Zambia	Kitwe	12/1/2016
ERR2607602	Zambia	Kitwe	12/1/2016
ERR2607603	Zambia	Kitwe	12/1/2016
ERR2607604	Zambia	Kitwe	12/1/2016
ERR2607605	Zambia	Lusaka	1/25/2016
