SRR21452137	2020-07-20	ESC	0
SRR21452136	2020-07-27	ESC	0
SRR18341038	2020-08-03	ESC	1
SRR18340986	2020-08-10	ESC	1
SRR18341041	2020-08-17	ESC	1
SRR18341040	2020-08-24	ESC	1
SRR18341037	2020-08-31	ESC	1
SRR18341034	2020-09-07	ESC	1
SRR18341036	2020-09-14	ESC	1
SRR18341035	2020-09-21	ESC	1
SRR18340978	2020-10-05	ESC	1
SRR18341039	2020-10-12	ESC	1
SRR18341028	2020-10-19	ESC	1
SRR18341017	2020-10-26	ESC	1
SRR18341080	2020-11-02	ESC	1
SRR18340967	2020-11-16	ESC	1
SRR18341135	2020-11-23	ESC	1
SRR18341124	2020-11-30	ESC	1
SRR18341108	2020-12-07	ESC	1
SRR18341113	2020-12-14	ESC	1
SRR18341062	2020-12-21	ESC	1
SRR18341051	2020-12-28	ESC	1
SRR18340994	2021-01-04	ESC	1
SRR18341137	2021-01-11	ESC	1
SRR18341136	2021-01-18	ESC	1
SRR18341005	2021-01-25	ESC	1
SRR18341007	2021-02-08	ESC	1
SRR18341097	2021-02-15	ESC	1
SRR18341086	2021-02-22	ESC	1
SRR18341006	2021-03-01	ESC	1
SRR18341001	2021-03-08	ESC	1
SRR18341004	2021-03-17	ESC	1
SRR18341003	2021-03-22	ESC	1
SRR18341002	2021-03-29	ESC	1
SRR18340997	2021-04-05	ESC	1
SRR18341000	2021-04-12	ESC	1
SRR18340999	2021-04-19	ESC	1
SRR18340998	2021-04-26	ESC	1
SRR18340996	2021-05-10	ESC	1
SRR18340995	2021-05-24	ESC	1
SRR18340993	2021-05-31	ESC	1
SRR18340990	2021-06-09	ESC	1
SRR18340992	2021-06-14	ESC	1
SRR18340991	2021-06-24	ESC	1
SRR18340987	2021-07-05	ESC	1
SRR18340989	2021-07-12	ESC	1
SRR18340988	2021-07-19	ESC	1
SRR14530767	2020-08-11	HTP	0
SRR14530790	2020-08-11	HTP	1
SRR14530766	2020-08-18	HTP	0
SRR14530779	2020-08-18	HTP	1
SRR14530765	2020-08-25	HTP	0
SRR14530768	2020-08-25	HTP	1
SRR14530757	2020-09-01	HTP	1
SRR14530764	2020-09-01	HTP	0
SRR14530746	2020-09-08	HTP	1
SRR14530763	2020-09-08	HTP	0
SRR14530735	2020-09-15	HTP	1
SRR14530762	2020-09-15	HTP	0
SRR14530843	2020-09-22	HTP	1
SRR14530881	2020-09-22	HTP	0
SRR14530842	2020-09-29	HTP	1
SRR14530880	2020-09-29	HTP	0
SRR14530772	2020-10-02	HTP	0
SRR14530820	2020-10-02	HTP	1
SRR14530771	2020-10-13	HTP	0
SRR14530819	2020-10-13	HTP	1
SRR14530770	2020-10-20	HTP	0
SRR14530812	2020-10-20	HTP	1
SRR14530769	2020-10-27	HTP	0
SRR14530801	2020-10-27	HTP	1
SRR14530847	2020-11-03	HTP	1
SRR14530888	2020-11-03	HTP	0
SRR14530890	2020-11-17	HTP	0
SRR14530848	2020-11-24	HTP	1
SRR14530889	2020-11-24	HTP	0
SRR14530887	2020-12-01	HTP	0
SRR14530846	2020-12-04	HTP	1
SRR14530886	2020-12-04	HTP	0
SRR14530885	2020-12-15	HTP	0
SRR14530845	2020-12-22	HTP	1
SRR14530884	2020-12-22	HTP	0
SRR14530844	2020-12-29	HTP	1
SRR14530882	2020-12-29	HTP	0
SRR14530849	2021-01-03	HTP	1
SRR14530891	2021-01-03	HTP	0
SRR18341023	2021-01-05	HTP	1
SRR18341022	2021-01-07	HTP	1
SRR18341033	2021-01-10	HTP	1
SRR18341032	2021-01-12	HTP	1
SRR18341031	2021-01-14	HTP	1
SRR18341030	2021-01-19	HTP	1
SRR18341029	2021-01-21	HTP	1
SRR18341027	2021-01-24	HTP	1
SRR18341026	2021-01-26	HTP	1
SRR18341025	2021-01-28	HTP	1
SRR18341024	2021-01-31	HTP	1
SRR18341016	2021-02-02	HTP	1
SRR18340984	2021-02-04	HTP	1
SRR18340983	2021-02-07	HTP	1
SRR18340982	2021-02-09	HTP	1
SRR18341021	2021-02-10	HTP	1
SRR18341020	2021-02-15	HTP	1
SRR18341019	2021-02-16	HTP	1
SRR18341018	2021-02-18	HTP	1
SRR18341015	2021-02-21	HTP	1
SRR18341014	2021-02-23	HTP	1
SRR18340985	2021-02-28	HTP	1
SRR18340976	2021-03-02	HTP	1
SRR18340969	2021-03-04	HTP	1
SRR18340968	2021-03-07	HTP	1
SRR18340966	2021-03-09	HTP	1
SRR18340981	2021-03-11	HTP	1
SRR18340980	2021-03-14	HTP	1
SRR18340979	2021-03-16	HTP	1
SRR18340977	2021-03-18	HTP	1
SRR18340975	2021-03-21	HTP	1
SRR18340974	2021-03-23	HTP	1
SRR18340973	2021-03-25	HTP	1
SRR18340972	2021-03-29	HTP	1
SRR18340971	2021-03-30	HTP	1
SRR18340970	2021-03-31	HTP	1
SRR18340960	2021-04-04	HTP	1
SRR18340959	2021-04-06	HTP	1
SRR18340958	2021-04-08	HTP	1
SRR18340965	2021-04-15	HTP	1
SRR18340964	2021-04-22	HTP	1
SRR18340963	2021-04-25	HTP	1
SRR18340962	2021-04-26	HTP	1
SRR18340961	2021-04-29	HTP	1
SRR18341076	2021-05-02	HTP	1
SRR18341070	2021-05-04	HTP	1
SRR18341134	2021-05-06	HTP	1
SRR18341133	2021-05-09	HTP	1
SRR18341081	2021-05-11	HTP	1
SRR18341079	2021-05-13	HTP	1
SRR18341078	2021-05-16	HTP	1
SRR18341077	2021-05-18	HTP	1
SRR18341075	2021-05-20	HTP	1
SRR18341074	2021-05-23	HTP	1
SRR18341073	2021-05-24	HTP	1
SRR18341072	2021-05-25	HTP	1
SRR18341071	2021-05-31	HTP	1
SRR18341132	2021-06-01	HTP	1
SRR18341126	2021-06-03	HTP	1
SRR18341125	2021-06-06	HTP	1
SRR18341131	2021-06-10	HTP	1
SRR18341130	2021-06-15	HTP	1
SRR18341129	2021-06-20	HTP	1
SRR18341128	2021-06-24	HTP	1
SRR18341127	2021-06-27	HTP	1
SRR18341123	2021-07-01	HTP	1
SRR18341118	2021-07-08	HTP	1
SRR18341122	2021-07-13	HTP	1
SRR18341121	2021-07-15	HTP	1
SRR18341120	2021-07-22	HTP	1
SRR18341119	2021-07-29	HTP	1
SRR14530761	2020-10-20	JW	0
SRR14530818	2020-10-20	JW	1
SRR14530760	2020-10-27	JW	0
SRR14530894	2020-10-27	JW	1
SRR14530756	2020-08-11	JWPCP	0
SRR14530861	2020-08-11	JWPCP	1
SRR14530755	2020-08-18	JWPCP	0
SRR14530850	2020-08-18	JWPCP	1
SRR14530754	2020-08-25	JWPCP	0
SRR14530839	2020-08-25	JWPCP	1
SRR14530753	2020-09-01	JWPCP	0
SRR14530828	2020-09-01	JWPCP	1
SRR14530752	2020-09-08	JWPCP	0
SRR14530814	2020-09-08	JWPCP	1
SRR14530751	2020-09-15	JWPCP	0
SRR14530813	2020-09-15	JWPCP	1
SRR14530750	2020-09-22	JWPCP	0
SRR14530811	2020-09-22	JWPCP	1
SRR14530837	2020-09-29	JWPCP	1
SRR14530876	2020-09-29	JWPCP	0
SRR14530759	2020-10-06	JWPCP	0
SRR14530883	2020-10-06	JWPCP	1
SRR14530758	2020-10-13	JWPCP	0
SRR14530872	2020-10-13	JWPCP	1
SRR14530838	2020-11-03	JWPCP	1
SRR14530877	2020-11-03	JWPCP	0
SRR14530841	2020-11-10	JWPCP	1
SRR14530879	2020-11-10	JWPCP	0
SRR14530840	2020-11-17	JWPCP	1
SRR14530878	2020-11-17	JWPCP	0
SRR14530747	2020-08-14	NC	0
SRR14530808	2020-08-14	NC	1
SRR14530745	2020-08-28	NC	0
SRR14530807	2020-08-28	NC	1
SRR14530744	2020-09-11	NC	0
SRR14530806	2020-09-11	NC	1
SRR14530874	2020-09-25	NC	0
SRR14530749	2020-10-09	NC	0
SRR14530810	2020-10-09	NC	1
SRR14530748	2020-10-23	NC	0
SRR14530809	2020-10-23	NC	1
SRR14530875	2020-11-06	NC	0
SRR14530742	2020-08-12	OC	0
SRR14530804	2020-08-12	OC	1
SRR14530741	2020-08-19	OC	0
SRR14530803	2020-08-19	OC	1
SRR14530740	2020-08-26	OC	0
SRR14530802	2020-08-26	OC	1
SRR14530739	2020-09-02	OC	0
SRR14530800	2020-09-02	OC	1
SRR14530738	2020-09-03	OC	0
SRR14530799	2020-09-03	OC	1
SRR14530737	2020-09-16	OC	0
SRR14530798	2020-09-16	OC	1
SRR14530736	2020-09-23	OC	0
SRR14530797	2020-09-23	OC	1
SRR14530734	2020-09-30	OC	0
SRR14530796	2020-09-30	OC	1
SRR14530743	2020-10-07	OC	0
SRR14530805	2020-10-07	OC	1
SRR21452135	2020-10-21	OC	0
SRR14530835	2020-11-04	OC	1
SRR14530869	2020-11-04	OC	0
SRR14530868	2020-11-09	OC	0
SRR14530836	2020-11-11	OC	1
SRR14530873	2020-11-11	OC	0
SRR14530871	2020-11-18	OC	0
SRR14530870	2020-11-25	OC	0
SRR14530834	2020-12-14	OC	1
SRR14530867	2020-12-14	OC	0
SRR14530833	2020-12-21	OC	1
SRR14530866	2020-12-21	OC	0
SRR14530732	2020-08-13	PL	0
SRR14530794	2020-08-13	PL	1
SRR14530731	2020-08-27	PL	0
SRR14530793	2020-08-27	PL	1
SRR14530730	2020-09-10	PL	0
SRR14530792	2020-09-10	PL	1
SRR14530729	2020-09-24	PL	0
SRR14530791	2020-09-24	PL	1
SRR14530733	2020-10-22	PL	0
SRR14530795	2020-10-22	PL	1
SRR14530827	2020-11-05	PL	1
SRR14530860	2020-11-05	PL	0
SRR14530830	2020-11-29	PL	1
SRR14530863	2020-11-29	PL	0
SRR14530829	2020-11-30	PL	1
SRR14530862	2020-11-30	PL	0
SRR14530826	2020-12-14	PL	1
SRR14530859	2020-12-14	PL	0
SRR14530825	2020-12-22	PL	1
SRR14530858	2020-12-22	PL	0
SRR14530824	2020-12-28	PL	1
SRR14530857	2020-12-28	PL	0
SRR14530832	2021-01-03	PL	1
SRR14530865	2021-01-03	PL	0
SRR14530831	2021-01-04	PL	1
SRR14530864	2021-01-04	PL	0
SRR18341066	2021-01-06	PL	1
SRR18341117	2021-01-12	PL	1
SRR18341116	2021-01-13	PL	1
SRR18341115	2021-01-14	PL	1
SRR18341114	2021-01-17	PL	1
SRR18341112	2021-01-18	PL	1
SRR18341111	2021-01-20	PL	1
SRR18341110	2021-01-24	PL	1
SRR18341069	2021-01-25	PL	1
SRR18341068	2021-01-27	PL	1
SRR18341067	2021-01-31	PL	1
SRR18341065	2021-02-01	PL	1
SRR18341056	2021-02-03	PL	1
SRR18341055	2021-02-07	PL	1
SRR18341054	2021-02-08	PL	1
SRR18341064	2021-02-10	PL	1
SRR18341063	2021-02-14	PL	1
SRR18341061	2021-02-15	PL	1
SRR18341060	2021-02-17	PL	1
SRR18341059	2021-02-21	PL	1
SRR18341058	2021-02-22	PL	1
SRR18341057	2021-02-28	PL	1
SRR18341053	2021-03-01	PL	1
SRR18341042	2021-03-03	PL	1
SRR18341107	2021-03-07	PL	1
SRR18341106	2021-03-08	PL	1
SRR18341052	2021-03-10	PL	1
SRR18341050	2021-03-14	PL	1
SRR18341049	2021-03-15	PL	1
SRR18341048	2021-03-18	PL	1
SRR18341047	2021-03-21	PL	1
SRR18341046	2021-03-22	PL	1
SRR18341045	2021-03-24	PL	1
SRR18341044	2021-03-28	PL	1
SRR18341043	2021-03-29	PL	1
SRR18341109	2021-03-31	PL	1
SRR18341100	2021-04-04	PL	1
SRR18341099	2021-04-05	PL	1
SRR18341098	2021-04-07	PL	1
SRR18341105	2021-04-14	PL	1
SRR18341104	2021-04-21	PL	1
SRR18341103	2021-04-25	PL	1
SRR18341102	2021-04-26	PL	1
SRR18341101	2021-04-28	PL	1
SRR18341092	2021-05-03	PL	1
SRR18341090	2021-05-04	PL	1
SRR18341089	2021-05-05	PL	1
SRR18341088	2021-05-09	PL	1
SRR18341096	2021-05-10	PL	1
SRR18341095	2021-05-12	PL	1
SRR18341094	2021-05-17	PL	1
SRR18341093	2021-05-24	PL	1
SRR18341091	2021-05-31	PL	1
SRR18341085	2021-06-02	PL	1
SRR18341082	2021-06-07	PL	1
SRR18341087	2021-06-14	PL	1
SRR18341084	2021-06-21	PL	1
SRR18341083	2021-06-28	PL	1
SRR18341009	2021-07-05	PL	1
SRR18341013	2021-07-12	PL	1
SRR18341012	2021-07-19	PL	1
SRR18341011	2021-07-25	PL	1
SRR18341010	2021-07-29	PL	1
SRR18341008	2021-08-03	PL	1
SRR14530727	2020-08-13	SB	0
SRR14530788	2020-08-13	SB	1
SRR14530726	2020-08-27	SB	0
SRR14530787	2020-08-27	SB	1
SRR14530724	2020-09-10	SB	0
SRR14530786	2020-09-10	SB	1
SRR14530725	2020-09-24	SB	0
SRR14530785	2020-09-24	SB	1
SRR14530823	2020-10-08	SB	1
SRR14530856	2020-10-08	SB	0
SRR14530728	2020-10-22	SB	0
SRR14530789	2020-10-22	SB	1
SRR14530822	2020-11-05	SB	1
SRR14530855	2020-11-05	SB	0
SRR14530780	2020-08-12	SJ	1
SRR14530899	2020-08-12	SJ	0
SRR14530778	2020-08-19	SJ	1
SRR14530898	2020-08-19	SJ	0
SRR14530777	2020-08-26	SJ	1
SRR14530897	2020-08-26	SJ	0
SRR14530776	2020-09-02	SJ	1
SRR14530896	2020-09-02	SJ	0
SRR14530775	2020-09-09	SJ	1
SRR14530895	2020-09-09	SJ	0
SRR14530774	2020-09-16	SJ	1
SRR14530893	2020-09-16	SJ	0
SRR14530815	2020-09-23	SJ	1
SRR14530851	2020-09-23	SJ	0
SRR14530773	2020-09-30	SJ	1
SRR14530892	2020-09-30	SJ	0
SRR14530784	2020-10-07	SJ	1
SRR14530903	2020-10-07	SJ	0
SRR14530783	2020-10-14	SJ	1
SRR14530902	2020-10-14	SJ	0
SRR14530782	2020-10-21	SJ	1
SRR14530901	2020-10-21	SJ	0
SRR14530781	2020-10-28	SJ	1
SRR14530900	2020-10-28	SJ	0
SRR14530816	2020-11-04	SJ	1
SRR14530852	2020-11-04	SJ	0
SRR14530821	2020-11-11	SJ	1
SRR14530854	2020-11-11	SJ	0
SRR14530817	2020-11-18	SJ	1
SRR14530853	2020-11-18	SJ	0
