10243	Cowpox virus
10244	Monkeypox virus
10245	Vaccinia virus
10249	Vaccinia virus Copenhagen
10255	Variola virus
10258	Orf virus
10280	Molluscum contagiosum virus subtype 1
10298	Human alphaherpesvirus 1
10310	Human alphaherpesvirus 2
10317	Cercopithecine alphaherpesvirus 2
10325	Macacine alphaherpesvirus 1
10335	Human alphaherpesvirus 3
10338	Human herpesvirus 3 strain Dumas
10359	Human betaherpesvirus 5
10372	Human betaherpesvirus 7
10376	Human gammaherpesvirus 4
10407	Hepatitis B virus
10408	Hepatitis B virus subtype adw2
10515	Human adenovirus 2
10519	Human adenovirus 7
10521	Human adenovirus 14
10522	Human adenovirus 35
10524	Human adenovirus 41
10528	Human adenovirus 18
10529	Human adenovirus 31
10533	Human adenovirus 1
10534	Human adenovirus 6
10548	Human adenovirus 34
10566	Human papillomavirus
10573	human papillomavirus 13
10579	Human papillomavirus type 8
10580	human papillomavirus 11
10583	Human papillomavirus type 1a
10584	Human papillomavirus type 2a
10585	human papillomavirus 31
10586	human papillomavirus 33
10587	human papillomavirus 35
10588	human papillomavirus 39
10589	Human papillomavirus type 41
10590	human papillomavirus 42
10591	human papillomavirus 43
10592	human papillomavirus 44
10593	human papillomavirus 45
10594	human papillomavirus 47
10595	human papillomavirus 51
10596	human papillomavirus 56
10598	human papillomavirus 58
10599	Human papillomavirus type 5b
10600	Human papillomavirus type 6b
10604	human papillomavirus 12
10606	Human papillomavirus 15
10607	Human papillomavirus 17
10608	Human papillomavirus 19
10609	human papillomavirus 25
10611	human papillomavirus 30
10614	Human papillomavirus 3
10615	human papillomavirus 40
10616	Human papillomavirus type 49
10617	Human papillomavirus 4
10618	human papillomavirus 52
10620	Human papillomavirus type 7
10621	Human papillomavirus 9
10632	JC polyomavirus
10798	Human parvovirus B19
10799	H-1 parvovirus
10804	adeno-associated virus 2
10942	Human rotavirus B
11020	Barmah Forest virus
11021	Eastern equine encephalitis virus
11029	Ross River virus
11033	Semliki Forest virus
11034	Sindbis virus
11036	Venezuelan equine encephalitis virus
11039	Western equine encephalitis virus
11041	Rubella virus
11047	Equine arteritis virus
11053	dengue virus type I
11060	Dengue virus type 2
11069	Dengue virus type 3
11070	Dengue virus type 4
11072	Japanese encephalitis virus
11079	Murray Valley encephalitis virus
11080	Saint Louis encephalitis virus
11082	West Nile virus
11083	Powassan virus
11084	Tick-borne encephalitis virus
11085	Langat virus
11086	Louping ill virus
11089	Yellow fever virus
11103	Hepacivirus C
11137	Human coronavirus 229E
11168	Mumps virus strain Jeryl Lynn
11216	Human respirovirus 3
11224	Human parainfluenza virus 4a
11226	Human parainfluenza virus 4b
11234	Measles morbillivirus
11250	Human orthopneumovirus
11269	Marburg marburgvirus
11272	Chandipura virus
11277	Vesicular stomatitis Indiana virus
11292	Lyssavirus rabies
11318	Thogotovirus dhoriense
11553	Influenza C virus (C/Ann Arbor/1/50)
11577	La Crosse virus
11580	Snowshoe hare virus
11587	Punta Toro virus
11588	Rift Valley fever virus
11590	Toscana virus
11591	Uukuniemi virus
11620	Lassa mammarenavirus
11623	Lymphocytic choriomeningitis mammarenavirus
11628	Machupo mammarenavirus
11641	Human foamy virus
11676	Human immunodeficiency virus 1
11709	Human immunodeficiency virus 2
11837	Xenotropic murine leukemia virus
11908	Human T-cell leukemia virus type I
11909	Human T-lymphotropic virus 2
11963	Human spumaretrovirus
11983	Norwalk virus
12060	Echovirus E9
12062	Echovirus E6
12063	Human parechovirus 1
12067	Coxsackievirus A9
12070	Human coxsackievirus A21 Coe
12071	Coxsackievirus B1
12072	Coxsackievirus B3
12073	Coxsackievirus B4
12074	Coxsackievirus B5
12078	Echovirus E11
12081	Human poliovirus 1 Mahoney
12089	Coxsackievirus A24
12090	enterovirus D70
12092	Hepatovirus A
12104	Encephalomyocarditis virus
12107	Mengo virus
12131	rhinovirus B14
12132	rhinovirus A89
12135	rhinovirus A23
12456	Human astrovirus 1
12475	Hepatitis delta virus
12509	Human herpesvirus 4 type 2
12538	Lyssavirus mokola
12542	Omsk hemorrhagic fever virus
12557	Seoul virus 80-39
12637	Dengue virus
12701	Human astrovirus 2
12721	Human immunodeficiency virus
12730	Human respirovirus 1
12814	Respiratory syncytial virus
28275	Human adenovirus D10
28278	Human adenovirus 19
28280	Human adenovirus E4
28282	Human adenovirus 12
28285	Human adenovirus 5
28311	Human papillomavirus type 63
28312	Human papillomavirus 65
28332	Human T-lymphotropic virus 3
28875	Rotavirus A
31544	Human adenovirus 16
31545	Human adenovirus D8
31546	Human papillomavirus type 14D
31547	human papillomavirus 20
31548	human papillomavirus 21
31552	Human papillomavirus type 6
31631	Human coronavirus OC43
31647	Hepatitis C virus subtype 1b
31649	Hepatitis C virus subtype 2a
31651	Hepatitis C virus subtype 2c
31653	Hepatitis C virus subtype 4a
31655	Hepatitis C virus subtype 6a
31699	Ockelbo virus
31704	Coxsackievirus A16
31708	rhinovirus A16
32603	Human betaherpesvirus 6A
32604	Human betaherpesvirus 6B
32608	Human adenovirus 21
33727	Marburg virus - Musoke, Kenya, 1980
33743	Kyasanur Forest disease virus
33745	Hepatitis C virus genotype 4
33746	Hepatitis C virus genotype 5
33757	Coxsackievirus A2
35279	Meaban virus
35293	Echovirus E12
35294	Echovirus E2
35295	Echovirus E4
35300	Human astrovirus 4
35304	Bunyamwera virus
35310	Bwamba orthobunyavirus
35514	Keystone virus
35515	Melao virus
35741	Human astrovirus 5
36368	Human T-cell lymphotropic virus type 2b
36427	Rotavirus C
37111	Human papillomavirus 28
37112	Human papillomavirus 29
37114	Human papillomavirus type 55
37115	human papillomavirus 59
37116	Human papillomavirus type 61
37119	human papillomavirus 66
37120	human papillomavirus 67
37121	human papillomavirus 69
37122	Human papillomavirus type 6a
37124	Chikungunya virus
37130	Human astrovirus 6
37296	Human gammaherpesvirus 8
37954	Human papillomavirus 22
37955	Human papillomavirus 23
37956	human papillomavirus 24
37957	human papillomavirus 36
37958	Human papillomavirus 37
37959	Human papillomavirus 38
38767	Lyssavirus duvenhage
38804	Yaba monkey tumor virus
38837	Banzi virus
39054	Enterovirus A71
39085	Human parechovirus 2
39457	Human papillomavirus type 70
39767	rhinovirus A11
40012	Saumarez Reef virus
40057	Lebombo virus
40058	Orungo virus
40280	Echovirus E5
40538	Human papillomavirus type 48
40539	Human papillomavirus type 50
40540	Human papillomavirus type 60
41846	Echovirus E30
41856	Hepatitis C virus genotype 1
42182	Hepatitis C virus genotype 6
42769	Coxsackievirus A10
42770	Coxsackievirus A11
42771	Coxsackievirus A12
42772	Coxsackievirus A13
42773	Coxsackievirus A14
42775	Coxsackievirus A17
42776	Coxsackievirus A18
42779	Coxsackievirus A1
42782	Coxsackievirus A20
42783	Coxsackievirus A22
42785	Coxsackievirus A4
42786	Coxsackievirus A5
42788	Coxsackievirus A8
42789	enterovirus D68
42792	Hepatitis C virus subtype 3g
43358	Human astrovirus 8
44024	Kokobera virus
44027	Stratford virus
44128	rhinovirus A21
44129	rhinovirus A29
44130	rhinovirus B3
44131	rhinovirus A49
44132	rhinovirus A50
44133	rhinovirus A58
44134	rhinovirus A62
44135	rhinovirus A65
44136	rhinovirus A7
44137	rhinovirus B72
44419	Sindbis-like virus
45101	Echovirus E25
45219	Guanarito mammarenavirus
45240	human papillomavirus 68
45659	Human adenovirus B3
45999	Echovirus E27
46018	Echovirus E7
46350	Adeno-associated virus - 3
46839	Colorado tick fever virus
46922	Human adenovirus 17
46924	Human adenovirus 22
46925	Human adenovirus 23
46930	Human adenovirus 28
46936	Human adenovirus 36
46938	Human adenovirus 43
46941	Human adenovirus 46
47501	Echovirus E13
47502	Echovirus E14
47503	Echovirus E15
47504	Echovirus E16
47505	Echovirus E17
47506	Echovirus E18
47507	Echovirus E19
47508	Echovirus E20
47509	Echovirus E21
47510	Echovirus E24
47511	Echovirus E26
47512	Echovirus E29
47513	Echovirus E31
47514	Echovirus E32
47515	Echovirus E33
47516	Echovirus E3
50292	Cercopithecine betaherpesvirus 5
52275	Human adenovirus D37
52276	Snow Mountain virus
54290	GB virus C
57482	European bat 1 lyssavirus
57483	European bat 2 lyssavirus
57579	Adeno-associated virus - 4
59301	Mayaro virus
59303	Sagiyama virus
59304	Una virus
59563	Ilheus virus
60877	Tonate virus
61673	Porcine endogenous retrovirus
63330	Hendra henipavirus
63746	Hepatitis C virus (isolate H77)
64285	Rio Bravo virus
64286	Usutu virus
64288	Royal Farm virus
64292	Ntaya virus
64300	Modoc virus
64305	Cacipacore virus
64307	Gadgets Gully virus
64310	Kadam virus
64314	Potiskum virus
64315	Rocio virus
64320	Zika virus
68558	Adeno-associated virus - 6
68742	Adeno-associated virus 3B
68887	Torque teno virus
70149	Measles virus strain Edmonston-Zagreb
72197	Human erythrovirus V9
74561	Coxsackievirus B6
80941	Guaroa virus
82300	adeno-associated virus 5
82639	Coxsackievirus B2
82658	Lordsdale virus
84272	Sindbis-like virus YN87448
86107	Coxsackievirus A6
93678	TTV-like mini virus
93830	Hantavirus Z10
93838	Influenza A virus (A/goose/Guangdong/1/1996(H5N1))
94433	Camberwell virus
95340	Norwalk-like virus
98832	Influenza B virus (B/Memphis/12/97)
99000	Tanapox virus
99565	Chiba virus
103914	Echovirus 9 strain Barty
103915	Echovirus 9 strain Hill
106820	Hepatitis B virus subtype adr
107462	Human adenovirus 50
108098	Human mastadenovirus B
114654	DG-75 Murine leukemia virus
118655	Oropouche virus
120381	human papillomavirus 87
120686	human papillomavirus 71
121791	Nipah henipavirus
122928	Norovirus GI
122929	Norovirus GII
123738	Enterovirus Yanbian 96-83csf
126794	Vaccinia virus Ankara
128952	Ebola virus - Mayinga, Zaire, 1976
129724	human papillomavirus 82
129875	Human mastadenovirus A
129951	Human mastadenovirus C
130308	Human mastadenovirus E
130309	Human mastadenovirus F
130310	Human mastadenovirus D
130760	Influenza A virus (A/Hong Kong/1073/99(H9N2))
132475	Yaba-like disease virus
138948	Enterovirus A
138949	Enterovirus B
138950	Enterovirus C
138951	Enterovirus D
145856	Human picobirnavirus
147672	rhinovirus A28
147673	rhinovirus A36
147674	rhinovirus A18
147675	rhinovirus A20
147676	rhinovirus A45
147677	rhinovirus B52
147678	Rhinovirus B69
147679	Rhinovirus B48
147680	rhinovirus B37
147681	rhinovirus B6
147683	rhinovirus B42
147684	rhinovirus A12
147685	rhinovirus A78
147711	Rhinovirus A
147712	Rhinovirus B
147714	rhinovirus B5
150137	Norovirus Hu/NLV/GII/Neustrelitz260/2000/DE
150546	human papillomavirus 84
150846	Enterovirus 5865/sin/000009
150904	rhinovirus B17
152219	Menangle virus
153301	Baboon cytomegalovirus OCOM4-37
156647	Enterovirus 5666/sin/002209
158465	Human calicivirus Hu/NLV/GII/MD145-12/1987/US
162145	Human metapneumovirus
164416	Wesselsbron virus
166122	Human endogenous retrovirus K113
166124	Human enteric coronavirus 4408
167321	rhinovirus A43
167322	rhinovirus A82
167324	rhinovirus A46
167325	rhinovirus B91
167326	rhinovirus B92
167327	rhinovirus B93
167328	rhinovirus B84
167329	rhinovirus B35
167330	rhinovirus B97
170525	Measles virus genotype D4
170528	Measles virus genotype D8
171370	human papillomavirus 86
171720	Enterovirus B69
172148	Alkhumra hemorrhagic fever virus
172314	Ljungan virus
172316	Ljungan virus 174F
172317	Ljungan virus 145SL
183764	Influenza A virus (A/Puerto Rico/8/34/Mount Sinai(H1N1))
185889	rhinovirus B4
185890	rhinovirus A8
185891	rhinovirus A9
185892	rhinovirus A10
185893	rhinovirus A13
185894	rhinovirus A15
185895	rhinovirus A19
185896	rhinovirus A22
185897	rhinovirus A24
185898	rhinovirus A25
185899	rhinovirus B26
185900	rhinovirus B27
185901	rhinovirus A30
185902	rhinovirus A31
185903	rhinovirus A32
185904	rhinovirus A33
185905	rhinovirus A34
185906	rhinovirus A38
185907	rhinovirus A39
185908	rhinovirus A40
185909	rhinovirus A41
185910	Human rhinovirus A44
185911	rhinovirus A47
185912	rhinovirus A51
185913	rhinovirus A53
185914	rhinovirus A54
185915	rhinovirus A55
185916	rhinovirus A56
185917	rhinovirus A57
185918	rhinovirus A59
185919	rhinovirus A60
185920	rhinovirus A61
185921	rhinovirus A63
185922	rhinovirus A64
185923	rhinovirus A66
185924	rhinovirus A67
185925	rhinovirus A68
185926	rhinovirus B70
185927	rhinovirus A71
185928	rhinovirus A73
185929	rhinovirus A74
185930	rhinovirus A75
185931	rhinovirus A76
185932	rhinovirus A77
185933	rhinovirus B79
185934	rhinovirus A80
185935	Rhinovirus A81
185936	rhinovirus B83
185937	rhinovirus A85
185938	rhinovirus B86
185939	rhinovirus A88
185940	rhinovirus A90
185941	rhinovirus A94
185942	Human rhinovirus A95
185943	rhinovirus A96
185944	rhinovirus A98
185945	rhinovirus B99
185946	rhinovirus A100
186160	Human papillomavirus type 57b
186538	Zaire ebolavirus
186539	Reston ebolavirus
186540	Sudan ebolavirus
186541	Tai Forest ebolavirus
188538	Human parainfluenza virus 1 strain Washington/1964
188539	Amphotropic murine leukemia virus
192196	Caraparu virus
194540	Nairobi sheep disease virus
194965	Aichivirus B
195055	Human parechovirus 3
200154	Enterovirus B73
204269	Great Island virus
206160	Sandfly fever Naples virus
211044	Influenza A virus (A/Puerto Rico/8/1934(H1N1))
211787	Human papillomavirus type 92
218120	Human adenovirus 49
222887	Enterovirus B77
222889	Enterovirus B74
227984	SARS coronavirus Tor2
228330	SARS coronavirus Urbani
228404	SARS coronavirus HKU-39849
228407	SARS coronavirus BJ01
228415	SARS coronavirus CUHK-W1
234601	Sapovirus Mc10
247149	SARS coronavirus WHU
247269	Human papillomavirus type 96
253182	Human Respiratory syncytial virus 9320
253433	SARS coronavirus PUMC01
253434	SARS coronavirus PUMC02
253435	SARS coronavirus PUMC03
256548	Bovine adeno-associated virus
258453	Human calicivirus NLV/GII/Langen1061/2002/DE
260047	Human adenovirus 3+7
260717	Human papillomavirus 94
262897	Norovirus GIV
270642	Human group 1 coronavirus associated with pneumonia
273341	Ilesha virus
273345	Fort Sherman virus
273352	Macaua virus
277944	Human coronavirus NL63
282345	Enterovirus B75
289365	Human parvovirus 4
289366	Small anellovirus 1
289367	Small anellovirus 2
290008	Isfahan virus
290028	Human coronavirus HKU1
290280	Norovirus Hu/GI/Otofuke/1979/JP
290314	Sapovirus C12
291175	Sapovirus Hu/Dresden/pJG-Sap01/DE
291484	Hepeviridae
296145	Norovirus Hu/NLV/Dresden174/pUS-NorII/1997/GE
297248	Enterovirus A90
301186	Mumps virus strain L-Zagreb
306588	Enterovirus A76
310755	Human enterovirus Ningbo3-02
310756	Human enterovirus Hangzhou13-02
310907	Enterovirus H
318279	Human T-lymphotropic virus 4
318563	Enterovirus B80
318564	Enterovirus B81
318565	Enterovirus B82
318566	Enterovirus B83
318567	Enterovirus B84
318568	Enterovirus B85
318569	Enterovirus B86
318570	Enterovirus B87
318571	Enterovirus B88
318843	Almpiwar virus
318848	Le Dantec virus
321147	SARS coronavirus BJ162
321149	SARS coronavirus BJ202
325445	Enterovirus C96
325446	Enterovirus B97
325447	Enterovirus B100
325568	Human papillomavirus type 27b
326124	Human adenovirus 7d2
332179	Human adenovirus 52
333751	Human papillomavirus type 2
333752	human papillomavirus 27
333753	human papillomavirus 57
333759	Human papillomavirus type 10
333760	Human papillomavirus type 16
333761	human papillomavirus 18
333762	Human papillomavirus type 26
333763	Human papillomavirus type 32
333764	Human papillomavirus type 34
333765	Human papillomavirus type 53
333767	Alphapapillomavirus 3
333769	Human papillomavirus type 90
333771	human papillomavirus 81
333772	human papillomavirus 83
333923	Human papillomavirus 5
334203	Mupapillomavirus 1
334210	human papillomavirus 62
334514	Human papillomavirus type 38b
334584	Sapovirus Ehime1107/2002/JP
335103	Adult diarrheal rotavirus strain J19
335341	Influenza A virus (A/New York/392/2004(H3N2))
336619	Norovirus Hu/Chiba/04-1050/2005/JP
337043	Alphapapillomavirus 4
337054	Human papillomavirus type 88
338079	African green monkey simian foamy virus
338322	Human papillomavirus type 68a
338323	human papillomavirus 103
338324	human papillomavirus 97
338326	human papillomavirus 106
338327	human papillomavirus 102
338478	Macaque simian foamy virus
340907	Papiine alphaherpesvirus 2
341053	Beilong virus
343463	Human adenovirus 11a
348013	Madrid virus
353145	SARS coronavirus ZJ02
356114	Hepatitis C virus genotype 3
356391	Hepatitis C virus (isolate 6a33)
356426	Hepatitis C virus subtype 3a
356466	Hepatitis C virus subtype 2k
356663	Xenotropic MuLV-related virus VP35
356664	Xenotropic MuLV-related virus VP42
362784	Human parechovirus 4
370037	Norovirus Hu/Guangzhou/NVgz01/CHN
370128	Influenza A virus (A/Northern Territory/60/1968(H3N2))
370519	Influenza A virus (A/New York/599/1996(H3N2))
370522	Influenza A virus (A/New York/602/1996(H3N2))
373193	Xenotropic MuLV-related virus VP62
376148	Human parechovirus 5
378809	Ravn virus - Ravn, Kenya, 1987
378830	Lake Victoria marburgvirus - Angola2005
378831	Lake Victoria marburgvirus - DRC1999
379081	Norovirus Hu/MK04/2004/JP
388737	SARS coronavirus GDH-BJH01
392172	Norovirus Hu/GII.4/MD-2004/2004/US
394504	Human bocavirus WLL-1
404135	Bovine coronavirus isolate Alpaca
408681	Enterovirus B101
411152	Human parechovirus 6
413256	Hepatitis C virus subtype 6l
413257	Hepatitis C virus subtype 6o
419697	Melaka orthoreovirus
423446	KI polyomavirus Stockholm 60
423447	KI polyomavirus Stockholm 350
423448	KI polyomavirus Stockholm 380
427343	Human papillomavirus 107
430048	Human bocavirus WLL-2
434309	Saffold virus
438880	Hepatitis C virus subtype 6c
438881	Hepatitis C virus subtype 6p
440266	WU Polyomavirus
444473	Human bocavirus WLL-3
449277	West Nile virus SA93/01
449278	West Nile virus SPU116/89
449279	West Nile virus SA381/00
449280	West Nile virus H442
459785	Human adenovirus 3+11p
463676	Rhinovirus C
466217	Chikungunya virus Wuerzburg 1
467339	Hepatitis C virus subtype 6q
471358	Human papillomavirus type 57c
479952	Norovirus Hu/Texas/TCH04-577/2004/US
484894	Hepatitis C virus subtype 1g
488241	Influenza A virus (A/Korea/426/1968(H2N2))
489450	HBV genotype A1
489451	HBV genotype A2
489460	Hepatitis B virus genotype B
490039	Norovirus GII.2
493803	Merkel cell polyomavirus
499556	Chapare mammarenavirus
509628	Hepatitis E virus type 3
511429	SARS coronavirus BJ182-12
511430	SARS coronavirus BJ182-4
511431	SARS coronavirus BJ182-8
511432	SARS coronavirus BJ182a
511433	SARS coronavirus BJ182b
512169	Tulane virus
518628	Human papillomavirus 104
518629	Human papillomavirus 110
518630	Human papillomavirus 111
518987	Influenza B virus (B/Lee/1940)
546951	Norovirus Hu/GII-4/Hokkaido1/2006/JP
546952	Norovirus Hu/GII-4/Hokkaido2/2006/JP
546953	Norovirus Hu/GII-4/Hokkaido3/2006/JP
546954	Norovirus Hu/GII-4/Hokkaido4/2006/JP
546955	Norovirus Hu/GII-4/Hokkaido5/2006/JP
546956	Norovirus Hu/GII-4/Aomori1/2006/JP
546957	Norovirus Hu/GII-4/Aomori2/2006/JP
546958	Norovirus Hu/GII-4/Aomori4/2006/JP
546959	Norovirus Hu/GII-4/Aomori5/2006/JP
546960	Norovirus Hu/GII-4/Akita1/2006/JP
546961	Norovirus Hu/GII-4/Akita2/2006/JP
546962	Norovirus Hu/GII-4/Akita4/2006/JP
546963	Norovirus Hu/GII-4/Akita5/2006/JP
546964	Norovirus Hu/GII-4/Miyagi2/2006/JP
546965	Norovirus Hu/GII-4/Miyagi4/2006/JP
546966	Norovirus Hu/GII-4/Miyagi5/2006/JP
546967	Norovirus Hu/GII-4/Toyama1/2006/JP
546968	Norovirus Hu/GII-4/Toyama4/2006/JP
546969	Norovirus Hu/GII-4/Toyama5/2006/JP
546970	Norovirus Hu/GII-4/Aichi3/2006/JP
546971	Norovirus Hu/GII-4/Aichi4/2006/JP
546972	Norovirus Hu/GII-4/Sakai2/2006/JP
546973	Norovirus Hu/GII-4/Sakai3/2006/JP
546974	Norovirus Hu/GII-4/Sakai4/2006/JP
546975	Norovirus Hu/GII-4/Hiroshima1/2006/JP
546976	Norovirus Hu/GII-4/Hiroshima2/2006/JP
546977	Norovirus Hu/GII-4/Ehime1/2006/JP
546978	Norovirus Hu/GII-4/Ehime2/2006/JP
546979	Norovirus Hu/GII-4/Ehime5/2006/JP
546980	Norovirus Hu/GII-4/Saga1/2006/JP
546981	Norovirus Hu/GII-4/Saga4/2006/JP
546982	Norovirus Hu/GII-4/Saga5/2006/JP
546983	Norovirus Hu/GII-4/Kumamoto1/2006/JP
546984	Norovirus Hu/GII-4/Kumamoto2/2006/JP
546985	Norovirus Hu/GII-4/Kumamoto3/2006/JP
546986	Norovirus Hu/GII-4/Kumamoto4/2006/JP
546987	Norovirus Hu/GII-4/Kumamoto5/2006/JP
552592	Norovirus GII.17
563190	Human papillomavirus FA75/KI88-03
565537	human papillomavirus 108
565995	Bundibugyo ebolavirus
568715	Astrovirus MLB1
573824	rhinovirus A1
585060	Simian adenovirus 26
585063	Simian adenovirus 29
585064	Simian adenovirus 30
585066	Simian adenovirus 32
585067	Simian adenovirus 33
585068	Simian adenovirus 34
585070	Simian adenovirus 36
585072	Simian adenovirus 38
585073	Simian adenovirus 39
585077	Simian adenovirus 43
585078	Simian adenovirus 44
585079	Simian adenovirus 45
585080	Simian adenovirus 46
585081	Simian adenovirus 47
585082	Simian adenovirus 25.2
585083	Simian adenovirus 27.1
585084	Simian adenovirus 27.2
585085	Simian adenovirus 28.1
585086	Simian adenovirus 28.2
585087	Simian adenovirus 31.1
585088	Simian adenovirus 31.2
585089	Simian adenovirus 35.1
585090	Simian adenovirus 35.2
585091	Simian adenovirus 37.1
585092	Simian adenovirus 37.2
585093	Simian adenovirus 40.1
585094	Simian adenovirus 40.2
585095	Simian adenovirus 41.1
585096	Simian adenovirus 41.2
585097	Simian adenovirus 42.1
585098	Simian adenovirus 42.2
585099	Simian adenovirus 42.3
586420	Human cosavirus B
587347	Human papillomavirus 98
587348	Human papillomavirus 99
587349	Human papillomavirus 100
587350	Human papillomavirus 105
587351	Human papillomavirus 113
587432	Norovirus Hu/GII-4/CUK-3/2008/KR
602074	Human parechovirus 8
617102	Yellow fever virus 17D/Tiantan
619591	Monkeypox virus Zaire-96-I-16
621277	Hepatitis B virus 146/Thailand
626160	Human astrovirus 1 Beijing/128/2005/CHN
626164	Human astrovirus 1 Beijing/176/2006/CHN
626180	Human astrovirus 1 Beijing/291/2007/CHN
626181	Human astrovirus 1 Beijing/293/2007/CHN
627439	Human enteric coronavirus strain 4408
627442	SARS coronavirus P2
629725	Chandiru virus
629726	Alenquer virus
629727	Chagres virus
638313	Human bocavirus 3
641501	Influenza A virus (A/California/04/2009(H1N1))
641809	Influenza A virus (A/California/07/2009(H1N1))
642022	Lyssavirus Ozernoe
645687	Astrovirus VA1
649188	Lujo mammarenavirus
649604	Banna virus strain JKT-6423
651580	Human adenovirus 54
651733	Salivirus NG-J1
652810	Human papillomavirus type 85
655428	Human rhinovirus QCE
658397	Norovirus Hu/GI.2/Leuven/2003/BEL
660656	Norovirus Hu/GII.4/CHDC2094/1974/US
660657	Norovirus Hu/GII.4/CHDC3967/1988/US
660658	Norovirus Hu/GII.4/CHDC4108/1987/US
660659	Norovirus Hu/GII.4/CHDC4871/1977/US
673323	Human papillomavirus 125
682382	HMO Astrovirus A
683172	Astrovirus MLB2
683174	Astrovirus VA3
687340	Torque teno virus 1
687342	Torque teno virus 3
687344	Torque teno virus 5
687345	Torque teno virus 6
687346	Torque teno virus 7
687347	Torque teno virus 8
687348	Torque teno virus 9
687349	Torque teno virus 10
687350	Torque teno virus 11
687351	Torque teno virus 12
687352	Torque teno virus 13
687354	Torque teno virus 15
687355	Torque teno virus 16
687356	Torque teno virus 17
687357	Torque teno virus 18
687358	Torque teno virus 19
687359	Torque teno virus 20
687360	Torque teno virus 21
687361	Torque teno virus 22
687363	Torque teno virus 24
687364	Torque teno virus 25
687366	Torque teno virus 27
687367	Torque teno virus 28
687368	Torque teno virus 29
687369	Torque teno mini virus 1
687370	Torque teno mini virus 2
